2011,4,103,02/11/2011,"ראש הממשלה מציע שינויים בתקציב משרדו, ושר האוצר מבקש אישורה של ועדת הכספים של הכנסת על כך, בהתאם לסעיף 11 לחוק יסודות התקציב התשמ""ה - 1985, כמפורט בתדפיס המצורף בזה.פנייה תקציבית זו נועדה לבצע שינויים פנימיים בתקציב נתיב לצורך ניצול יעיל של התקציב לקראת סוף שנת 2011, שעיקרם העברת סכום של כ-2,000 אלפי ש""ח הנובעים מעודף תקציב בשני פרוייקטים של ארגון נתיב הנמצאים לקראת סיום, לתקציב הפעולות, האמרכלות והשכר של הארגון."
2011,4,104,01/11/2011,"שר האוצר מבקש את אישורה של ועדת הכספים של הכנסת להעברת סכום של 96 אלפי שקלים חדשים מסעיף 47 - רזרבה כללית, לסעיף 04 - משרד ראש הממשלה, בהתאם לסעיף 11 (ה) לחוק יסודות התקציב התשמ""ה - 1985.פנייה זו נועדה להעברת עובדת ממשרד השיכון למשרד הנגב והגליל בהתאם לסיכום בין המשרדים, וכן לביצוע שינויים פנימיים."
2011,4,105,02/11/2011,"שר האוצר מבקש את אישורה של ועדת הכספים של הכנסת להעברת סכום של 1,200 אלפי שקלים חדשים ו-9 חודשי עבודה בלתי צמיתה מסעיף 47 - רזרבה כללית, לסעיף 04 - משרד ראש הממשלה, בהתאם לסעיף 11 (ה) לחוק יסודות התקציב התשמ""ה - 1985.הפנייה התקציבית נועדה לתגבור תקציב משרד ראש הממשלה בסך של 1,200 אלפי ש""ח ושלוש משרות עבור מינהלת ההקמה של המטה הקיברנטי הלאומי, בהתאם להחלטת הממשלה מספר 3611 מיום ה-7 באוגוסט 2011."
2011,4,106,02/11/2011,"שר האוצר מבקש את אישורה של ועדת הכספים של הכנסת להעברת סכום של 1,440 אלפי שקלים חדשים מסעיף 47 - רזרבה כללית, לסעיף 04 - משרד ראש הממשלה, בהתאם לסעיף 11 (ה) לחוק יסודות התקציב התשמ""ה - 1985.הפנייה התקציבית נועדה לתגבור סך של 1,440 אלפי ש""ח ו-480 אלפי ש""ח בהוצאה מותנית בהכנסה בתקציב הרבנות הראשית בהתאם לסיכומים בין המשרדים ולפי הפירוט הבא: 1. סך של 1,180 אלפי ש""ח לפרויקט עידוד השתלות איברים. 2. סך של 200 אלפי ש""ח לרכישת רכבים. 3. סך של 60 אלפי ש""ח להעסקת סטודנטים במחלקת הבחינות. 4. סך של 480 אלפי ש""ח בהוצאה מותנית בהכנסה לביצוע בחינות הסמכה לרבנות ודיינות בהתאם לביצוע בפועל."
2011,4,107,02/11/2011,"שר האוצר מבקש את אישורה של ועדת הכספים של הכנסת להעברת 78 חודשי עבודה בלתי צמיתה מסעיף 47 - רזרבה כללית, לסעיף 04 - משרד ראש הממשלה, בהתאם לסעיף 12 לחוק יסודות התקציב התשמ""ה - 1985. כמפורט בתדפיס המצ""ב.הפנייה התקציבית נועדה לביצוע שינויים פנימיים בתקציב משרד ראש הממשלה שעיקרם:1. תגבור סך של 1,000 אלפי ש""ח בתקציב צוות ההיגוי לתוכנית אסטרטגית כלכלית בהתאם לסיכום בין המשרדים.2. תגבור 78 חודשי עבודה במערך הגיור להתאמת אופן העסקת דייני הגיור בהתאם להחלטת הממשלה מספר 3155 מיום ה-14 בפברואר 2008.3. ביצוע שינויים פנימיים בתקציב המשרד בהתאם לסדרי עדיפויותיו הפנימיים."
2011,4,108,07/11/2011,"שר האוצר מבקש את אישורה של ועדת הכספים של הכנסת להעברת סכום של 2,000 אלפי שקלים חדשים מסעיף 04 - משרד ראש הממשלה, לסעיף 47 - רזרבה כללית, בהתאם לסעיף 11 (ה) לחוק יסודות התקציב התשמ""ה - 1985.כמו כן, מבקש שר האוצר את אישורה של ועדת הכספים של הכנסת להעברת סכום של  2,000 אלפי שקלים חדשים מסעיף 47 - רזרבה כללית לסעיף 24 - משרד הבריאות בהתאם לסעיף 12 (א) לחוק יסודות התקציב, התשמ""ה - 1985, כמפורט בתדפיס המצורף בזה.הפנייה התקציבית נועדה להעברת סך של 2,000 אלפי ש""ח מהמשרד לאזרחים ותיקים למשרד הבריאות בהתאם לסיכום בין המשרדים ולפי הפירוט הבא:1. סך של 1,000 אלפי ש""ח בגין ביטול השתתפויות בין המשרדים.2. סך של 500 אלפי ש""ח עבור פרויקטים לקשישים באמצעות מיזם אש""ל לקשישים בשיתוף ארגון הג'וינט.3. סך של 500 אלפי ש""ח לרכש מסועי העלאת קשישים בעלי מוגבלויות במעלה מדרגות בבתי מגורים.בשינוי זה אין שימוש ברזרבה כללית."
2011,4,109,07/11/2011,"שר האוצר מבקש את אישורה של ועדת הכספים של הכנסת להעברת סכום של 1,250 אלפי שקלים חדשים מסעיף 04 - משרד ראש הממשלה, 07 - משרד לביטחון פנים, לסעיף 47 - רזרבה כללית, בהתאם לסעיף 11 (ה) לחוק יסודות התקציב התשמ""ה - 1985.כמו כן, מבקש שר האוצר את אישורה של ועדת הכספים של הכנסת להעברת סכום של 1,250 אלפי שקלים חדשים מסעיף 47 - רזרבה כללית לסעיף 24 - משרד הבריאות בהתאם לסעיף 12 (א) לחוק יסודות התקציב, התשמ""ה - 1985, כמפורט בתדפיס המצורף בזה.הפנייה התקציבית נועדה להעברת סך של 1,000 אלפי ש""ח ממשרד ראש הממשלה למשרד הבריאות עבור חיזוק מבנים וסך של 250 אלפי ש""ח עבור פרוייקט זיהוי אלמונים במכון לרפואה משפטית, כמו כן הבקשה נועדה לביצוע שינויים פנימיים בתקציב משרד הבריאות.בשינוי זה אין שימוש ברזרבה כללית."
2011,4,11,13/03/2011,"שר האוצר מבקש את אישורה של ועדת הכספים של הכנסת להעברת סכום של 6,500 אלפי שקלים חדשים מסעיף 04 - משרד ראש הממשלה, לסעיף 47 - רזרבה כללית, בהתאם לסעיף 11 (ה) לחוק יסודות התקציב התשמ""ה - 1985.כמו כן, מבקש שר האוצר את אישורה של ועדת הכספים של הכנסת להעברת סכום של 6,500 אלפי שקלים חדשים מסעיף 47 - רזרבה כללית לסעיף 23 - משרד הרווחה בהתאם לסעיף 12 (א) לחוק יסודות התקציב, התשמ""ה - 1985, כמפורט בתדפיס המצורף בזה.פניה זו נועדה להעברת סך של 6,500 אלפי ש""ח ממשרד ראש הממשלה למשרד הרווחה בעקבות העברת התכנית לטיפול בזנות ונפגעות תקיפה מינית, בהתאם לסיכום בין המשרדים.בשינוי זה אין שימוש ברזרבה כללית."
2011,4,110,07/11/2011,"שר האוצר מבקש את אישורה של ועדת הכספים של הכנסת להעברת סכום של 10,000 אלפי שקלים חדשים בהרשאה להתחייב מסעיף 47 - רזרבה כללית, לסעיף 04 - משרד ראש הממשלה , בהתאם לסעיף 12 לחוק יסודות התקציב התשמ""ה - 1985.כמפורט בתדפיס המצ""ב.פניה זו נועדה לתגבור תקציב משרד ראש הממשלה בסך 10,000 אלפי ש""ח בהרשאה להתחייב ליישום החלטת ממשלה מספר 2049 מיום 15 ביולי 2010 בנושא יישום תכנית לטיפוח מנהיגות יצירה ועשייה ציוניים. "
2011,4,111,08/11/2011,"שר האוצר מבקש את אישורה של ועדת הכספים של הכנסת להעברת סכום של 14,500  אלפי שקלים חדשים מסעיף 04 - משרד ראש הממשלה , לסעיף 47 - רזרבה כללית, בהתאם לסעיף 11 (ה) לחוק יסודות התקציב התשמ""ה - 1985.כמו כן, מבקש שר האוצר את אישורה של ועדת הכספים של הכנסת להעברת סכום של 14,500 אלפי שקלים חדשים ו- 45,440 אלפי שקלים חדשים בהרשאה להתחייב מסעיף 47 - רזרבה כללית לסעיף 78 - תיירות בהתאם לסעיף 12 (א)  לחוק יסודות התקציב, התשמ""ה - 1985, כמפורט בתדפיס המצורף בזה.הפנייה נועדה לביצוע השינויים הבאים:1. העברת 9,500 אלפי ש""ח בהוצאה ובהרשאה להתחייב מהמשרד לפיתוח הנגב והגליל ו- 3,000 אלפי ש""ח מהמשרד לשת""פ אזורי לצורך השתתפות בפרויקטים תיירותיים בפריפריה.2. העברת 2,000 אלפי ש""ח ממשרד רוה""מ עבור פרויקט פיתוח מתחמי תיירות  בסקטור המיעוטים בצפון הארץ.3. העברת 1,000 אלפי ש""ח בהרשאה להתחייב לצורך הקמת מרכז תיירותי בקצרין בהתאם למבחני התמיכה של משרד התיירות בתשתיות תיירותיות.4. תקצוב 5,000 אלפי ש""ח בהרשאה להתחייב לתקציב המנהלה של החברה להגנות ים המלח.5. העברת 24,950 אלפי ש""ח בהרשאה להתחייב למימון תשתיות תיירותיות בעיר אילת. זאת בהתאם לסיכום בין משרד האוצר, משרד התיירות ועיריית אילת.6. ביצוע שינויים פנימיים בתקציב בהתאם לבקשת המשרד.בשינוי זה אין שימוש ברזרבה כללית."
